3,75580719891022629X,13000000003,3,6225880135011646,15000000003,6225788800000011,13000000000
4,149910198310046336,13000000004,4,6225880135011647,15000000004,6225788800000012,13000000000
5,257235195212259054,13000000005,5,6225880135011648,15000000005,6225788800000013,13000000000
6,564956196509037940,13000000006,6,6225880135011649,15000000006,6225788800000014,13000000000
7,206130199907040244,13000000007,7,6225880135011650,15000000007,6225788800000015,13000000000
8,853777199505028863,13000000008,8,6225880135011651,15000000008,6225788800000016,13000000000
9,546435198510068865,13000000009,9,6225880135011652,15000000009,6225788800000017,13000000000
10,413334198611166145,13000000010,10,6225880135011653,15000000010,6225788800000018,13000000000
11,609872197008161819,13000000011,11,6225880135011654,15000000011,6225788800000019,13000000000
12,432041196303224711,13000000012,12,6225880135011655,15000000012,6225788800000020,13000000000
13,842271198102058379,13000000013,13,6225880135011656,15000000013,6225788800000021,13000000000
14,522095196712289808,13000000014,14,6225880135011657,15000000014,6225788800000022,13000000000
15,289012197802160688,13000000015,15,6225880135011658,15000000015,6225788800000023,13000000000
16,499456195902151672,13000000016,16,6225880135011659,15000000016,6225788800000024,13000000000
17,724125194302050542,13000000017,17,6225880135011660,15000000017,6225788800000025,13000000000
18,423008197101159912,13000000018,18,6225880135011661,15000000018,6225788800000026,13000000000
19,58804019840218957X,13000000019,19,6225880135011662,15000000019,6225788800000027,13000000000
20,140525193808235443,13000000020,20,6225880135011663,15000000020,6225788800000028,13000000000
21,658765199503210815,13000000021,21,6225880135011664,15000000021,6225788800000029,13000000000
22,458925199608180854,13000000022,22,6225880135011665,15000000022,6225788800000030,13000000000
23,667718193905110074,13000000023,23,6225880135011666,15000000023,6225788800000031,13000000000
24,909255199310257265,13000000024,24,6225880135011667,15000000024,6225788800000032,13000000000
25,398870194804158678,13000000025,25,6225880135011668,15000000025,6225788800000033,13000000000
26,34191619861102688X,13000000026,26,6225880135011669,15000000026,6225788800000034,13000000000
27,544343198411254526,13000000027,27,6225880135011670,15000000027,6225788800000035,13000000000
28,680169196008104887,13000000028,28,6225880135011671,15000000028,6225788800000036,13000000000
29,468033196608112607,13000000029,29,6225880135011672,15000000029,6225788800000037,13000000000
30,114167198012087820,13000000030,30,6225880135011673,15000000030,6225788800000038,13000000000
31,154950194509237041,13000000031,31,6225880135011674,15000000031,6225788800000039,13000000000
32,606474195311145511,13000000032,32,6225880135011675,15000000032,6225788800000040,13000000000
33,803126197111038777,13000000033,33,6225880135011676,15000000033,6225788800000041,13000000000
34,461936196701125973,13000000034,34,6225880135011677,15000000034,6225788800000042,13000000000
35,967704199302049972,13000000035,35,6225880135011678,15000000035,6225788800000043,13000000000
36,552160195911208528,13000000036,36,6225880135011679,15000000036,6225788800000044,13000000000
37,831805194204231927,13000000037,37,6225880135011680,15000000037,6225788800000045,13000000000
38,926383197410274305,13000000038,38,6225880135011681,15000000038,6225788800000046,13000000000
39,45764419430821138X,13000000039,39,6225880135011682,15000000039,6225788800000047,13000000000
40,16647919441128309X,13000000040,40,6225880135011683,15000000040,6225788800000048,13000000000
41,884682196901145920,13000000041,41,6225880135011684,15000000041,6225788800000049,13000000000
42,997372193906056674,13000000042,42,6225880135011685,15000000042,6225788800000050,13000000000
43,838108198503167350,13000000043,43,6225880135011686,15000000043,6225788800000051,13000000000
44,219193194401288514,13000000044,44,6225880135011687,15000000044,6225788800000052,13000000000
45,206097197910121201,13000000045,45,6225880135011688,15000000045,6225788800000053,13000000000
46,839010199705142874,13000000046,46,6225880135011689,15000000046,6225788800000054,13000000000
47,418040194412088428,13000000047,47,6225880135011690,15000000047,6225788800000055,13000000000
48,670224199101233143,13000000048,48,6225880135011691,15000000048,6225788800000056,13000000000
49,298425198212082623,13000000049,49,6225880135011692,15000000049,6225788800000057,13000000000
50,569066197905046585,13000000050,50,6225880135011693,15000000050,6225788800000058,13000000000
51,998527197204193410,13000000051,51,6225880135011694,15000000051,6225788800000059,13000000000
52,937520194208220367,13000000052,52,6225880135011695,15000000052,6225788800000060,13000000000
53,490943194808012302,13000000053,53,6225880135011696,15000000053,6225788800000061,13000000000
54,186624197007280826,13000000054,54,6225880135011697,15000000054,6225788800000062,13000000000
55,131861199401028328,13000000055,55,6225880135011698,15000000055,6225788800000063,13000000000
56,939167197709140719,13000000056,56,6225880135011699,15000000056,6225788800000064,13000000000
57,774902198204057544,13000000057,57,6225880135011700,15000000057,6225788800000065,13000000000
58,684294199510152103,13000000058,58,6225880135011701,15000000058,6225788800000066,13000000000
59,597424194208029083,13000000059,59,6225880135011702,15000000059,6225788800000067,13000000000
60,88188119650227222X,13000000060,60,6225880135011703,15000000060,6225788800000068,13000000000
61,346302199811074083,13000000061,61,6225880135011704,15000000061,6225788800000069,13000000000
62,862832195212123926,13000000062,62,6225880135011705,15000000062,6225788800000070,13000000000
63,34353119880906990X,13000000063,63,6225880135011706,15000000063,6225788800000071,13000000000
64,41026319950719657X,13000000064,64,6225880135011707,15000000064,6225788800000072,13000000000
65,813031197509073422,13000000065,65,6225880135011708,15000000065,6225788800000073,13000000000
66,408102197106153796,13000000066,66,6225880135011709,15000000066,6225788800000074,13000000000
67,983799193711238386,13000000067,67,6225880135011710,15000000067,6225788800000075,13000000000
68,38597119651202878X,13000000068,68,6225880135011711,15000000068,6225788800000076,13000000000
69,298588198301033525,13000000069,69,6225880135011712,15000000069,6225788800000077,13000000000
70,458646199107055786,13000000070,70,6225880135011713,15000000070,6225788800000078,13000000000
71,199513196910098655,13000000071,71,6225880135011714,15000000071,6225788800000079,13000000000
72,532996195701042116,13000000072,72,6225880135011715,15000000072,6225788800000080,13000000000
73,446351195704175172,13000000073,73,6225880135011716,15000000073,6225788800000081,13000000000
74,263515195105199462,13000000074,74,6225880135011717,15000000074,6225788800000082,13000000000
75,230232195402174263,13000000075,75,6225880135011718,15000000075,6225788800000083,13000000000
76,55100719890721180X,13000000076,76,6225880135011719,15000000076,6225788800000084,13000000000
